ShipmentID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N,Customer_id,Delivery_start,Delivery_end
912,F,Ship,2,5,163,medium,F,37,1079,1,339,2022-12-28,2023-01-17
913,D,Ship,4,4,161,low,F,6,1386,1,22,2022-12-20,2023-01-26
914,F,Ship,4,4,264,low,M,35,2336,1,19,2022-11-16,2022-12-10
915,A,Ship,3,1,255,medium,M,42,3459,1,352,2022-11-21,2023-01-01
916,B,Ship,4,1,258,medium,M,3,3928,1,125,2022-01-13,2022-02-04
917,C,Ship,5,5,261,medium,M,39,2103,1,491,2022-06-15,2022-06-22
918,F,Ship,5,3,188,medium,M,3,3637,1,63,2022-09-26,2022-10-23
919,D,Ship,3,4,188,high,M,11,3072,1,333,2022-07-05,2022-08-01
920,F,Ship,3,2,160,medium,M,25,1548,1,140,2022-07-29,2022-07-30
921,A,Ship,3,2,214,low,M,26,3503,1,170,2022-11-24,2022-12-30
922,B,Ship,4,4,209,medium,F,46,3345,1,320,2022-01-07,2022-01-17
923,C,Ship,4,1,208,high,M,8,2193,1,361,2022-07-18,2022-07-30
924,F,Ship,3,3,265,low,M,47,2557,1,331,2022-02-05,2022-02-23
925,D,Ship,4,1,161,high,F,41,1992,1,169,2022-06-29,2022-07-12
926,F,Ship,5,3,217,high,F,61,3067,1,340,2022-02-26,2022-03-20
927,A,Ship,3,1,210,low,F,52,2444,1,98,2022-10-20,2022-11-20
928,B,Ship,3,3,179,low,F,60,1808,1,70,2022-07-30,2022-08-19
929,C,Ship,3,2,180,medium,M,55,1165,1,332,2022-12-26,2023-01-07
930,F,Ship,3,3,153,low,F,12,1972,1,291,2022-03-27,2022-04-17
931,D,Ship,4,3,162,low,M,2,1714,1,391,2022-07-13,2022-08-21
932,F,Ship,3,2,135,low,M,27,1898,1,40,2022-02-12,2022-02-16
933,A,Road,3,5,242,medium,F,3,2268,1,428,2022-07-09,2022-08-07
934,B,Road,4,4,206,medium,F,33,2804,1,147,2022-09-07,2022-09-23
935,C,Road,5,1,253,medium,M,12,2486,1,350,2022-05-30,2022-07-14
936,F,Road,5,2,208,medium,M,8,3442,1,10,2022-08-03,2022-08-13
937,D,Road,3,2,250,low,F,49,3798,1,464,2022-09-28,2022-10-25
938,F,Road,4,5,143,medium,F,20,1360,1,376,2022-12-30,2023-01-31
939,A,Road,5,3,236,medium,M,7,3589,1,343,2022-09-11,2022-10-13
940,B,Road,4,1,147,low,F,15,1956,1,285,2022-10-09,2022-11-09
941,C,Road,2,1,113,low,F,9,1957,1,325,2022-02-04,2022-02-28
942,F,Road,5,4,165,high,M,46,1482,1,171,2022-05-19,2022-06-20
943,D,Road,4,4,235,low,M,50,2020,1,313,2022-05-09,2022-06-03
944,F,Road,4,2,186,low,M,45,3722,1,193,2022-06-23,2022-07-12
945,A,Road,4,5,274,medium,F,5,3910,1,135,2022-07-07,2022-08-21
946,B,Road,2,2,163,medium,M,35,1547,1,110,2022-01-31,2022-03-13
947,C,Road,4,2,161,low,F,22,1819,1,56,2022-09-08,2022-09-14
948,F,Road,4,1,264,low,M,8,2436,1,367,2022-10-26,2022-11-15
949,D,Road,3,3,255,medium,M,3,2894,1,97,2022-08-31,2022-10-12
950,F,Road,4,1,258,medium,M,53,2428,1,218,2022-12-06,2022-12-22
951,A,Road,5,2,261,medium,F,1,3308,1,492,2022-06-13,2022-07-10
952,B,Road,5,4,188,medium,F,48,2466,1,430,2022-12-18,2023-01-10
953,C,Road,3,5,188,high,F,9,3206,1,497,2022-08-27,2022-09-26
954,F,Road,3,1,160,medium,F,29,1952,1,319,2022-10-30,2022-12-06
955,D,Flight,3,1,214,low,F,50,2720,1,318,2022-03-25,2022-03-29
956,F,Flight,4,5,209,medium,F,59,2948,1,110,2022-03-09,2022-04-19
957,A,Flight,4,1,208,high,F,65,2674,1,489,2022-10-03,2022-11-03
958,B,Flight,3,1,265,low,M,50,2249,1,382,2022-06-30,2022-08-13
959,C,Flight,4,1,161,high,F,21,1075,1,195,2022-05-08,2022-06-05
960,F,Flight,5,2,217,high,M,21,2600,1,23,2022-02-23,2022-03-22
961,D,Flight,3,4,210,low,F,35,2741,1,156,2022-06-20,2022-07-11
962,F,Flight,3,3,179,low,F,62,1765,1,116,2022-09-20,2022-10-06
963,A,Flight,3,2,180,medium,M,52,1329,1,293,2022-03-07,2022-03-12
964,B,Flight,4,5,158,medium,F,55,1936,1,166,2022-12-26,2022-12-27
965,C,Flight,6,1,291,medium,F,53,1682,1,184,2022-08-11,2022-08-15
966,F,Flight,5,2,231,medium,F,55,3894,1,473,2022-01-08,2022-02-08
967,D,Flight,4,5,163,low,F,49,1470,1,135,2022-05-07,2022-06-05
968,F,Flight,5,3,146,low,M,41,1204,1,355,2022-02-23,2022-03-19
969,A,Flight,2,5,272,low,M,24,3638,1,127,2022-07-23,2022-08-31
970,B,Flight,2,1,121,medium,F,18,1839,1,408,2022-08-21,2022-09-09
971,C,Flight,6,2,118,low,M,40,1014,1,217,2022-08-12,2022-09-07
972,F,Flight,3,5,173,low,M,14,1638,1,437,2022-08-31,2022-09-29
973,D,Flight,4,5,243,low,M,23,2686,1,182,2022-09-26,2022-10-25
974,F,Flight,5,4,229,medium,M,29,2505,1,415,2022-03-07,2022-04-03
975,A,Flight,5,3,96,medium,F,12,1655,1,172,2022-11-14,2022-11-17
976,B,Flight,5,5,249,medium,M,55,3558,1,306,2022-04-04,2022-04-11
977,C,Ship,3,2,165,low,F,24,1966,1,362,2022-04-01,2022-05-06
978,F,Ship,4,5,223,medium,F,63,2427,1,91,2022-05-26,2022-06-02
979,D,Ship,3,3,267,low,F,52,2949,1,302,2022-07-20,2022-08-15
980,F,Ship,4,4,140,low,F,47,1831,1,121,2022-10-17,2022-10-25
981,A,Ship,4,4,209,low,F,44,2075,1,372,2022-04-05,2022-04-11
982,B,Ship,3,5,243,medium,M,4,3189,1,70,2022-10-04,2022-10-31
983,C,Ship,3,2,175,medium,F,17,1276,1,341,2022-12-16,2023-01-03
984,F,Ship,5,4,133,low,M,9,1051,1,385,2022-05-26,2022-06-15
985,D,Ship,3,3,167,medium,F,24,1111,1,1,2022-07-05,2022-07-19
986,F,Ship,6,1,172,high,F,50,1052,1,249,2022-11-25,2022-12-05
987,A,Ship,5,4,257,low,M,55,2257,1,386,2022-05-20,2022-06-14
988,B,Ship,3,3,202,medium,M,39,3857,1,156,2022-06-21,2022-07-09
989,C,Ship,3,1,223,medium,F,31,3942,1,186,2022-11-08,2022-11-18
990,F,Ship,3,2,182,low,F,40,2592,1,363,2022-04-21,2022-05-01
991,D,Ship,3,2,234,medium,M,33,2789,1,103,2022-03-09,2022-04-20
992,F,Ship,3,5,140,low,F,30,1035,1,300,2022-09-21,2022-10-28
993,A,Ship,4,3,136,medium,M,9,1548,1,253,2022-06-20,2022-07-15
994,B,Ship,4,3,210,medium,F,6,2568,1,164,2022-05-09,2022-06-20
995,C,Ship,5,1,259,high,F,37,3023,1,107,2022-11-25,2022-12-28
996,F,Ship,4,2,141,medium,M,52,1012,1,40,2022-01-30,2022-02-02
997,D,Ship,4,3,151,medium,M,13,1583,1,379,2022-05-06,2022-06-12
998,F,Ship,3,5,164,medium,F,43,1423,1,215,2022-05-14,2022-05-28
999,A,Ship,3,3,141,medium,F,48,1758,1,475,2022-12-17,2022-12-21
1000,B,Ship,3,3,271,medium,M,15,3542,1,293,2022-06-08,2022-06-11
1001,C,Ship,4,3,191,low,F,15,2544,1,235,2022-11-09,2022-11-30
1002,F,Ship,3,1,181,medium,M,22,3266,1,321,2022-05-18,2022-06-03
1003,D,Ship,3,3,241,low,M,8,2182,1,124,2022-05-05,2022-05-29
1004,F,Ship,3,3,254,medium,M,3,2837,1,298,2022-06-12,2022-07-05
1005,A,Ship,3,2,146,medium,F,62,1162,1,1,2022-11-01,2022-11-28
1006,B,Ship,5,1,271,high,M,46,2744,1,264,2022-01-09,2022-02-21
1007,C,Ship,3,1,185,medium,F,42,2803,1,315,2022-11-20,2022-12-01
1008,F,Ship,4,5,170,low,F,9,1138,1,210,2022-06-17,2022-06-22
1009,D,Ship,4,1,265,medium,M,18,3327,1,389,2022-07-10,2022-08-03
1010,F,Ship,4,4,142,low,F,8,1777,1,256,2022-04-18,2022-06-01
1011,A,Ship,2,5,228,low,F,49,3024,1,149,2022-05-17,2022-06-22
1012,B,Ship,4,5,262,low,M,16,2871,1,307,2022-11-17,2022-12-11
1013,C,Ship,3,3,205,medium,F,54,2427,1,366,2022-05-15,2022-06-04
1014,F,Ship,4,1,178,high,M,39,1362,1,404,2022-10-19,2022-10-27
1015,D,Ship,2,2,153,low,M,46,1130,1,8,2022-08-25,2022-09-11
1016,F,Ship,3,4,186,low,M,63,3447,1,100,2022-03-18,2022-04-04
1017,A,Ship,4,1,167,high,F,22,1403,1,88,2022-09-05,2022-10-04
1018,B,Ship,3,3,148,low,M,42,1950,1,91,2022-11-28,2022-12-30
1019,C,Ship,3,2,167,low,M,2,1010,1,469,2022-01-07,2022-01-20
1020,F,Ship,3,2,261,medium,M,45,2488,1,339,2022-07-21,2022-08-14
1021,D,Ship,3,4,166,medium,M,43,1095,1,40,2022-10-01,2022-11-11
1022,F,Ship,3,1,226,low,M,18,2319,1,317,2022-02-08,2022-03-25
1023,A,Ship,3,4,260,low,F,21,2003,1,428,2022-06-16,2022-07-07
1024,B,Ship,5,1,246,medium,F,44,3993,1,63,2022-11-20,2022-12-06
1025,C,Ship,3,2,221,low,F,21,3686,1,231,2022-05-28,2022-06-18
1026,F,Ship,5,4,191,medium,M,63,2039,1,450,2022-02-14,2022-03-16
1027,D,Ship,3,1,138,medium,F,8,1349,1,302,2022-06-29,2022-07-27
1028,F,Ship,3,1,146,medium,M,16,1714,1,43,2022-02-04,2022-03-10
1029,A,Ship,3,3,193,medium,M,11,3188,1,191,2022-03-07,2022-03-09
1030,B,Ship,3,1,229,medium,F,12,3111,1,450,2022-07-13,2022-07-15
1031,C,Ship,4,1,239,high,M,16,2504,1,232,2022-03-20,2022-03-30
1032,F,Ship,6,2,103,medium,M,37,1093,1,347,2022-04-08,2022-05-15
1033,D,Ship,5,4,254,low,F,36,2039,1,99,2022-11-09,2022-11-13
1034,F,Ship,2,2,198,low,M,11,3686,1,19,2022-05-03,2022-06-13
1035,A,Ship,3,3,208,medium,M,61,3783,1,143,2022-03-13,2022-04-11
1036,B,Ship,3,5,253,medium,M,17,2205,1,393,2022-06-13,2022-06-19
1037,C,Ship,4,3,261,high,M,47,2336,1,52,2022-04-20,2022-05-29
1038,F,Ship,3,1,156,medium,M,49,1253,1,185,2022-11-08,2022-11-25
1039,D,Ship,4,3,97,low,M,26,1598,1,77,2022-01-10,2022-02-12
1040,F,Ship,2,5,275,low,M,41,2546,1,123,2022-04-05,2022-05-11
1041,A,Ship,2,1,189,high,M,48,2429,1,236,2022-05-04,2022-05-11
1042,B,Ship,3,1,236,medium,M,28,3290,1,279,2022-07-31,2022-09-05
1043,C,Ship,5,1,170,medium,F,60,1883,1,243,2022-06-01,2022-06-06
1044,F,Ship,4,2,251,low,M,53,2673,1,443,2022-08-17,2022-08-26
1045,D,Ship,3,3,205,medium,F,58,2187,1,219,2022-04-02,2022-05-12
1046,F,Ship,4,5,135,medium,F,53,1744,1,234,2022-03-24,2022-04-17
1047,A,Ship,3,3,231,medium,F,24,2177,1,34,2022-11-21,2022-12-23
1048,B,Ship,3,4,257,medium,M,56,2941,1,493,2022-02-22,2022-04-03
1049,C,Ship,5,2,162,high,M,57,1233,1,373,2022-05-02,2022-05-09
1050,F,Ship,6,5,237,high,F,63,2573,1,136,2022-06-24,2022-07-12
1051,D,Ship,3,4,134,medium,M,53,1887,1,88,2022-12-30,2023-01-01
1052,F,Ship,2,1,163,medium,F,24,1119,1,199,2022-06-10,2022-07-11
1053,A,Ship,5,5,264,medium,F,27,2019,1,6,2022-05-05,2022-05-16
1054,B,Ship,5,2,173,low,M,21,1674,1,189,2022-02-05,2022-03-20
1055,C,Ship,2,4,191,low,F,58,2586,1,217,2022-02-20,2022-04-06
1056,F,Ship,3,3,152,medium,M,5,1385,1,300,2022-12-23,2023-01-01
1057,D,Ship,3,4,272,low,F,23,2048,1,414,2022-11-16,2022-12-08
1058,F,Ship,4,2,198,low,M,60,3368,1,348,2022-06-07,2022-07-16
1059,A,Ship,4,3,260,medium,M,40,3668,1,118,2022-05-05,2022-06-16
1060,B,Ship,4,3,158,medium,M,43,1478,1,395,2022-10-30,2022-12-02
1061,C,Ship,5,3,252,medium,M,63,3729,1,311,2022-03-03,2022-03-15
1062,F,Ship,4,2,199,low,M,64,2470,1,450,2022-11-07,2022-11-21
1063,D,Ship,4,2,272,low,M,62,2307,1,372,2022-02-26,2022-04-06
1064,F,Ship,3,4,209,low,M,37,2215,1,179,2022-03-06,2022-03-30
1065,A,Ship,3,2,147,low,M,13,1657,1,60,2022-08-04,2022-09-18
1066,B,Ship,4,2,166,low,F,63,1759,1,473,2022-03-21,2022-03-25
1067,C,Ship,3,4,165,low,M,48,1706,1,422,2022-05-25,2022-06-29
1068,F,Ship,4,5,162,medium,F,57,1715,1,335,2022-06-10,2022-06-13
1069,D,Ship,3,3,255,medium,M,23,3764,1,111,2022-10-21,2022-11-15
1070,F,Road,5,5,179,low,M,38,1437,1,412,2022-05-16,2022-06-19
1071,A,Road,3,4,250,high,M,61,3207,1,33,2022-08-02,2022-09-12
1072,B,Road,3,5,251,low,F,28,3936,1,43,2022-09-09,2022-10-03
1073,C,Road,4,4,198,low,F,5,2270,1,336,2022-10-10,2022-11-01
1074,F,Road,3,1,148,medium,M,34,1053,1,16,2022-06-19,2022-06-27
1075,D,Road,4,5,268,medium,F,3,2758,1,196,2022-07-16,2022-07-17
1076,F,Road,5,2,239,low,F,47,3673,1,55,2022-08-03,2022-08-19
1077,A,Road,3,4,195,medium,M,10,2021,1,17,2022-07-02,2022-07-20
1078,B,Road,4,3,252,medium,F,51,2658,1,237,2022-11-21,2022-12-11
1079,C,Road,3,5,272,medium,M,48,3780,1,451,2022-09-12,2022-10-01
1080,F,Road,2,4,141,medium,F,27,1628,1,454,2022-07-30,2022-08-29
1081,D,Road,3,1,224,low,F,45,3624,1,450,2022-02-06,2022-03-19
1082,F,Road,6,3,270,low,F,56,3251,1,480,2022-02-23,2022-03-07
1083,A,Road,6,3,236,medium,M,6,2639,1,256,2022-10-31,2022-12-01
1084,B,Road,3,1,227,medium,F,47,3512,1,155,2022-06-05,2022-06-19
1085,C,Road,3,4,262,low,M,7,2424,1,494,2022-08-22,2022-10-03
1086,F,Road,3,1,228,low,M,45,2257,1,473,2022-08-10,2022-08-29
1087,D,Road,4,2,176,low,M,23,1909,1,176,2022-06-03,2022-07-02
1088,F,Road,4,2,147,medium,M,44,1873,1,343,2022-04-29,2022-05-18
1089,A,Road,5,2,196,medium,M,44,2085,1,201,2022-09-28,2022-10-07
1090,B,Road,3,1,112,medium,F,41,1249,1,54,2022-12-06,2023-01-10
1091,C,Road,4,2,221,medium,M,54,3065,1,173,2022-12-30,2023-01-28
1092,F,Flight,3,5,154,medium,M,46,1312,1,496,2022-09-01,2022-09-14
1093,D,Flight,4,4,200,low,M,19,2976,1,155,2022-10-05,2022-10-26
1094,F,Flight,2,5,216,medium,F,57,3807,1,180,2022-02-15,2022-03-06
1095,A,Flight,3,1,185,medium,M,3,3051,1,43,2022-12-29,2023-02-06
1096,B,Flight,4,2,199,low,M,23,2994,1,424,2022-08-15,2022-09-29
1097,C,Flight,5,2,265,low,F,12,2892,1,226,2022-03-08,2022-03-26
1098,F,Flight,3,2,263,low,F,57,2113,1,437,2022-04-26,2022-06-01
1099,D,Flight,4,2,181,low,F,28,2815,1,181,2022-11-23,2022-12-25
1100,F,Flight,4,3,163,low,F,12,1092,1,389,2022-04-30,2022-05-20
1101,A,Flight,5,2,260,medium,M,23,3962,1,116,2022-11-24,2022-12-24
1102,B,Flight,6,2,159,medium,F,22,1247,1,162,2022-11-28,2022-12-19
1103,C,Flight,4,1,227,medium,M,54,3043,1,59,2022-07-26,2022-08-06
1104,F,Flight,3,3,104,medium,F,41,1936,1,247,2022-04-29,2022-05-12
1105,D,Flight,3,4,188,low,F,49,3067,1,337,2022-05-08,2022-06-10
1106,F,Flight,5,3,202,high,M,41,3536,1,353,2022-06-13,2022-06-18
1107,A,Flight,3,3,213,low,F,17,2424,1,35,2022-06-07,2022-07-07
1108,B,Flight,3,1,211,low,F,45,3332,1,435,2022-09-22,2022-10-29
1109,C,Flight,4,4,232,medium,F,61,2484,1,90,2022-02-27,2022-03-01
1110,F,Flight,4,3,143,high,M,39,1727,1,271,2022-11-16,2022-11-28
1111,D,Flight,5,1,196,medium,M,24,2957,1,60,2022-08-09,2022-08-27
1112,F,Flight,4,1,150,medium,F,42,1070,1,145,2022-01-07,2022-01-12
1113,A,Flight,5,1,222,high,M,21,2351,1,437,2022-02-27,2022-04-07
1114,B,Ship,3,2,203,high,M,3,2791,1,134,2022-09-28,2022-10-02
1115,C,Ship,5,2,178,medium,M,60,1176,1,378,2022-07-07,2022-08-15
1116,F,Ship,4,2,272,low,M,21,3271,1,376,2022-11-24,2023-01-08
1117,D,Ship,4,2,182,low,M,58,3943,1,195,2022-09-23,2022-09-25
1118,F,Ship,4,4,205,low,F,11,2255,1,13,2022-01-24,2022-02-17
1119,A,Ship,3,2,171,medium,M,11,1282,1,305,2022-12-30,2023-02-02
1120,B,Ship,4,1,172,low,M,48,1993,1,237,2022-01-14,2022-01-23
1121,C,Ship,3,2,210,medium,M,30,3928,1,26,2022-01-29,2022-03-13
1122,F,Ship,2,1,264,medium,M,10,3409,1,69,2022-04-06,2022-05-15
1123,D,Ship,4,1,181,low,F,46,2399,1,211,2022-12-20,2023-01-09
1124,F,Ship,3,5,240,medium,F,54,2919,1,131,2022-10-10,2022-10-29
1125,A,Ship,4,4,140,medium,F,46,1442,1,331,2022-03-03,2022-04-03
1126,B,Ship,6,4,283,medium,F,35,2686,1,354,2022-08-30,2022-10-03
1127,C,Ship,4,3,263,medium,M,23,2960,1,246,2022-04-28,2022-05-05
1128,F,Ship,4,4,136,high,F,35,1234,1,482,2022-10-09,2022-10-13
1129,D,Ship,4,4,145,low,F,35,1210,1,226,2022-05-17,2022-06-05
1130,F,Ship,3,3,162,low,F,42,1763,1,117,2022-11-14,2022-12-02
1131,A,Ship,5,1,230,low,F,60,2067,1,19,2022-02-13,2022-03-28
1132,B,Ship,3,3,148,medium,M,61,1452,1,23,2022-12-29,2023-01-06
1133,C,Ship,3,3,175,high,F,45,1212,1,258,2022-09-14,2022-10-01
1134,F,Ship,4,2,227,high,M,35,3583,1,27,2022-04-20,2022-05-22
1135,D,Ship,4,1,177,low,F,13,1569,1,154,2022-06-13,2022-06-29
1136,F,Ship,6,1,257,medium,M,60,3416,1,254,2022-09-14,2022-10-07
1137,A,Ship,5,5,198,medium,M,36,2803,1,90,2022-01-19,2022-02-19
1138,B,Ship,3,5,251,medium,M,59,3651,1,205,2022-03-17,2022-04-27
1139,C,Ship,5,5,158,medium,F,47,1246,1,171,2022-12-01,2022-12-21
1140,F,Ship,4,5,171,medium,F,27,1840,1,374,2022-07-28,2022-08-29
1141,D,Ship,4,1,260,low,M,2,2980,1,210,2022-05-07,2022-05-18
1142,F,Ship,3,4,263,low,M,42,2992,1,391,2022-08-06,2022-08-11
1143,A,Ship,6,3,269,high,M,43,2300,1,404,2022-09-13,2022-10-24
1144,B,Ship,3,3,224,low,F,37,3220,1,328,2022-05-07,2022-05-23
1145,C,Ship,4,1,118,low,M,50,1413,1,315,2022-11-08,2022-11-20
1146,F,Ship,5,1,186,low,M,64,2529,1,60,2022-06-01,2022-06-05
1147,D,Ship,5,5,191,high,M,34,2708,1,219,2022-10-05,2022-10-06
1148,F,Ship,5,5,174,medium,F,26,1184,1,419,2022-10-29,2022-12-05
1149,A,Ship,3,1,140,medium,F,55,1339,1,288,2022-09-03,2022-09-14
1150,B,Ship,4,2,193,high,F,48,2371,1,49,2022-04-01,2022-04-25
1151,C,Ship,3,4,148,high,F,12,1779,1,258,2022-05-12,2022-06-23
1152,F,Ship,2,2,176,low,F,55,1211,1,306,2022-11-02,2022-12-13
1153,D,Ship,4,1,135,medium,M,35,1989,1,407,2022-07-28,2022-08-15
1154,F,Ship,6,5,154,medium,F,48,1990,1,341,2022-06-30,2022-08-14
1155,A,Ship,4,5,143,low,M,44,1756,1,378,2022-10-21,2022-11-15
1156,B,Ship,4,3,173,low,F,10,1179,1,183,2022-11-17,2022-11-25
1157,C,Ship,4,5,262,medium,F,38,3139,1,485,2022-05-10,2022-05-16
1158,F,Ship,4,1,171,low,F,58,1516,1,443,2022-02-22,2022-03-31
1159,D,Ship,4,3,246,low,M,55,2387,1,317,2022-07-26,2022-09-04
1160,F,Ship,3,4,266,high,F,55,2779,1,396,2022-07-02,2022-07-08
1161,A,Ship,4,5,127,low,M,39,1411,1,367,2022-04-11,2022-04-19
1162,B,Ship,5,2,167,low,M,28,1921,1,229,2022-04-11,2022-04-17
1163,C,Ship,4,2,187,medium,M,37,2200,1,147,2022-11-03,2022-12-04
1164,F,Ship,3,2,162,low,F,54,1614,1,148,2022-10-16,2022-11-30
1165,D,Ship,5,2,230,low,M,10,3604,1,58,2022-08-07,2022-09-19
1166,F,Ship,3,4,148,medium,F,50,1540,1,22,2022-01-31,2022-03-06
1167,A,Ship,3,3,175,high,F,55,1229,1,458,2022-02-23,2022-03-16
1168,B,Ship,4,1,227,high,M,60,3080,1,451,2022-07-26,2022-08-14
1169,C,Ship,4,3,177,low,M,38,1767,1,245,2022-07-21,2022-09-04
1170,F,Ship,6,1,257,medium,M,37,2239,1,202,2022-11-10,2022-12-23
1171,D,Ship,5,1,198,medium,F,49,3187,1,346,2022-05-27,2022-06-28
1172,F,Ship,3,1,251,medium,F,18,2240,1,66,2022-01-30,2022-02-08
1173,A,Ship,5,2,158,medium,M,16,1499,1,101,2022-01-16,2022-01-24
1174,B,Ship,4,3,171,medium,F,9,1909,1,302,2022-08-19,2022-08-21
1175,C,Ship,4,3,260,low,M,38,2526,1,68,2022-10-18,2022-10-26
1176,F,Ship,3,1,263,low,M,25,3689,1,314,2022-10-10,2022-11-20
1177,D,Ship,6,4,269,high,M,47,4000,1,7,2022-01-05,2022-01-18
1178,F,Ship,3,2,224,low,F,49,3749,1,451,2022-03-22,2022-04-17
1179,A,Ship,4,3,118,low,F,15,1601,1,9,2022-10-14,2022-11-21
1180,B,Ship,5,4,186,low,F,24,3621,1,164,2022-06-09,2022-06-10
1181,C,Ship,5,2,191,high,F,6,2059,1,198,2022-03-14,2022-03-27
1182,F,Ship,5,1,174,medium,M,44,1635,1,114,2022-09-30,2022-11-13
1183,D,Ship,3,3,140,medium,M,55,1847,1,273,2022-07-13,2022-08-27
1184,F,Ship,4,1,193,high,M,37,3510,1,482,2022-02-26,2022-04-10
1185,A,Ship,3,5,148,high,F,35,1597,1,470,2022-05-06,2022-05-29
1186,B,Ship,2,3,176,low,M,29,1254,1,45,2022-06-13,2022-07-24
1187,C,Ship,4,4,135,medium,F,57,1361,1,388,2022-05-11,2022-06-04
1188,F,Ship,6,5,154,medium,F,14,1204,1,310,2022-03-31,2022-04-16
1189,D,Ship,4,5,143,low,M,38,1095,1,268,2022-09-07,2022-09-08
1190,F,Ship,4,2,173,low,F,30,1336,1,21,2022-11-19,2022-12-26
1191,A,Ship,4,3,262,medium,M,46,2904,1,305,2022-03-19,2022-04-22
1192,B,Ship,4,5,171,low,F,21,1683,1,260,2022-10-22,2022-11-13
1193,C,Ship,4,4,246,low,M,11,2282,1,274,2022-02-11,2022-03-06
1194,F,Ship,3,4,266,high,M,49,2643,1,69,2022-06-25,2022-08-04
1195,D,Ship,4,1,127,low,F,12,1519,1,406,2022-03-13,2022-03-25
1196,F,Ship,5,5,167,low,M,44,1547,1,413,2022-07-25,2022-08-13
1197,A,Ship,4,2,187,medium,M,49,3225,1,273,2022-07-14,2022-07-17
1198,B,Ship,6,2,294,low,M,35,1625,1,376,2022-03-05,2022-04-05
1199,C,Ship,4,2,158,low,F,13,1785,1,26,2022-07-22,2022-07-24
1200,F,Ship,6,5,135,low,M,55,1078,1,318,2022-10-15,2022-10-20
1201,D,Ship,4,2,238,low,F,28,1915,1,270,2022-11-16,2022-12-24
1202,F,Ship,6,1,213,low,M,63,1548,1,71,2022-04-04,2022-04-22
1203,A,Ship,4,4,237,medium,M,21,1495,1,219,2022-02-11,2022-02-24
1204,B,Ship,4,1,257,low,M,47,1308,1,397,2022-01-26,2022-02-14
1205,C,Ship,5,2,198,low,M,65,1994,1,98,2022-12-24,2023-01-08
1206,F,Ship,3,3,218,medium,M,48,3425,1,388,2022-08-14,2022-09-21
1207,D,Road,4,4,236,low,M,65,2280,1,156,2022-07-22,2022-08-06
1208,F,Road,3,1,100,low,F,17,1129,1,474,2022-07-13,2022-08-15
1209,A,Road,3,1,154,low,F,44,1994,1,380,2022-03-10,2022-04-03
1210,B,Road,5,1,238,low,M,32,3832,1,412,2022-07-06,2022-07-18
1211,C,Road,5,5,128,low,M,34,1008,1,293,2022-01-22,2022-02-03
1212,F,Road,4,1,140,medium,M,9,1431,1,465,2022-03-30,2022-04-12
1213,D,Road,2,4,187,low,M,50,3878,1,131,2022-11-04,2022-11-28
1214,F,Road,4,3,256,low,F,15,3155,1,231,2022-12-17,2023-01-12
1215,A,Road,3,3,270,low,F,18,2397,1,93,2022-08-02,2022-09-07
1216,B,Road,4,2,202,low,F,45,3008,1,376,2022-11-14,2022-12-16
1217,C,Road,3,5,256,low,F,62,2971,1,94,2022-08-16,2022-09-16
1218,F,Road,4,3,135,medium,F,37,1597,1,208,2022-05-27,2022-06-19
1219,D,Road,4,4,184,medium,M,8,2306,1,430,2022-02-14,2022-02-21
1220,F,Road,5,5,169,medium,F,23,1922,1,280,2022-11-23,2022-12-07
1221,A,Road,3,2,178,medium,F,48,1079,1,317,2022-12-23,2023-02-02
1222,B,Road,4,5,265,medium,F,41,3101,1,150,2022-07-28,2022-08-25
1223,C,Road,4,3,217,medium,M,22,2138,1,305,2022-05-14,2022-05-30
1224,F,Road,3,1,258,medium,M,11,2791,1,83,2022-01-07,2022-01-28
1225,D,Road,3,3,218,medium,M,9,2069,1,183,2022-07-06,2022-08-14
1226,F,Road,3,1,135,medium,M,7,1316,1,472,2022-05-10,2022-06-13
1227,A,Road,3,3,150,medium,F,61,1053,1,243,2022-01-05,2022-01-14
1228,B,Road,3,4,200,medium,F,49,2942,1,124,2022-06-06,2022-06-30
1229,C,Flight,6,1,136,high,M,12,1592,1,310,2022-02-14,2022-03-08
1230,F,Flight,3,2,119,low,M,32,1791,1,20,2022-09-08,2022-10-05
1231,D,Flight,5,4,212,medium,F,5,2041,1,272,2022-04-08,2022-04-16
1232,F,Flight,4,2,272,low,M,57,2377,1,133,2022-10-01,2022-10-24
1233,A,Flight,4,2,166,low,M,5,1610,1,39,2022-12-28,2022-12-31
1234,B,Flight,3,5,176,high,F,1,1982,1,135,2022-06-26,2022-07-09
1235,C,Flight,2,3,280,low,M,17,3555,1,152,2022-04-23,2022-05-12
1236,F,Flight,3,2,169,medium,F,19,1922,1,135,2022-03-03,2022-04-16
1237,D,Flight,3,1,231,medium,F,64,3627,1,466,2022-10-27,2022-11-05
1238,F,Flight,4,1,140,low,F,5,1274,1,156,2022-03-08,2022-04-03
1239,A,Flight,3,5,183,medium,F,44,3158,1,446,2022-05-25,2022-06-16
1240,B,Flight,4,5,157,medium,M,28,1557,1,369,2022-10-26,2022-12-03
1241,C,Flight,4,5,210,medium,F,28,3905,1,254,2022-02-12,2022-03-22
